cell_id,lat_c,lon_c,rate_mc_yr,rate_all_mc_yr,rate_m5.0_yr,rate_all_m5.0_yr,p_1d,p_all_1d,p_7d,p_all_7d,p_30d,p_all_30d,p_90d,p_all_90d
14023,38.625,30.875,0.6524029818007009,1.938213591141489,0.007451498157437414,0.02071234620479432,2.0400881994842024e-05,5.6705705530846195e-05,0.0001427974341452476,0.0003968724188195827,0.0006118454490586789,0.001699773147327388,0.0018344135116628024,0.005090656666758453
1009,35.375,27.375,2.6343860460335953,3.8099505465288166,0.03008895317096339,0.04071430264627092,8.23756710611745e-05,0.0001114634730330355,0.0005764872162160595,0.0007799834534730765,0.0024683205982714007,0.0033385053231582695,0.007386699013593012,0.009982116325800927
12076,38.125,44.125,0.20646391115125173,0.4076204717286844,0.0023581520876476496,0.004355957655644035,6.456247707675722e-06,1.1925890982200649e-05,4.51928586173711e-05,8.347825017052113e-05,0.0001936693001596268,0.00035771486766145166,0.0005808953843496889,0.0010727607689779983
5,35.125,26.375,1.6202903464522016,2.2141744698753074,0.018506338670889928,0.023661348980049787,5.066631031613866e-05,6.477914467017953e-05,0.0003546102681901697,0.0004533658991159317,0.0015188731597398641,0.001941550036426043,0.00454970205619698,0.00581334857854543
10016,37.625,29.125,0.9532946140252697,1.893748166766895,0.01088816767866078,0.020237175012104824,2.980973413047039e-05,5.5404830631933244e-05,0.00020864947881538143,0.00038776935677520274,0.0008939055816323815,0.0016608102917702317,0.002679320257621187,0.004974160583832599
6008,36.625,27.125,1.7451839883330835,2.645314637808827,0.019932826238102393,0.0282686453388443,5.457161492095075e-05,7.739233795056588e-05,0.00038193877085057615,0.0005416206008236335,0.001635853650606145,0.0023191665548581986,0.004899537277892274,0.006941376537762056
24038,41.125,34.625,0.19316067115066798,0.23939321807942626,0.0022062075516513686,0.0025582295133018402,6.040248839433993e-06,7.004026158385912e-06,4.2280975707353896e-05,4.902715293642057e-05,0.00018119159527574258,0.0002100994466190942,0.0005434763005931487,0.0006301659237991641
24039,41.125,34.875,0.14779137806067927,0.25271110284076603,0.001688016781077049,0.002700548523525047,4.62152739344468e-06,7.393671567546001e-06,3.235024322889579e-05,5.1754552992666625e-05,0.00013863653125067987,0.0002217863687908883,0.00041585193615334415,0.000665211549701894
41,35.125,35.375,0.04021718336655049,0.041698599982449784,0.0004593453373343421,0.0004456040567660441,1.257618202576971e-06,1.2199966733517087e-06,8.80329420449577e-06,8.539945457464171e-06,3.7727858088087984e-05,3.659925275800724e-05,0.00011317930414400657,0.00010979373980712914
13011,38.375,27.875,0.4543180053816503,0.6850920168309134,0.005189047068191024,0.007321103876062336,1.4206735683530702e-05,2.0043889128351644e-05,9.9442911426606e-05,0.00014029878727273015,0.0004261142855126465,0.0006011419420308695,0.001277798213755954,0.0018023419284246556
